FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,WIFI_HOLD_AT,PET_POSBL_AT,PRKPLCE_EXST_AT,MEE_SLT_AT,LAST_UPDT_DE
시흥계곡 배드민턴장,레저/체육/공원,지역체육시설,배드민턴장,서울특별시,금천구,시흥동,,73-1 번지,시흥대로40길,120-30,37.44526149,126.9107044,8648,서울특별시 금천구 시흥대로40길 120-30,서울특별시 금천구 시흥동 산73-1,,,N,N,N,N,20221104
여울실내낚시터,레저/체육/공원,지역레저시설,낚시터,서울특별시,금천구,시흥동,,890-9 번지,시흥대로52길,7,37.45172624,126.9024772,8629,서울특별시 금천구 시흥대로52길 7,서울특별시 금천구 시흥동 890-9,028028556,http://실내낚시터.kr,Y,N,Y,Y,20221104
여울실내낚시터,레저/체육/공원,지역레저시설,낚시터,서울특별시,금천구,시흥동,,890-9 번지,시흥대로52길,7,37.45172624,126.9024772,8629,서울특별시 금천구 시흥대로52길 7,서울특별시 금천구 시흥동 890-9,028028556,http://실내낚시터.kr,N,N,N,N,20221104
OK스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,금천구,시흥동,,992-12 번지,시흥대로57길,17,37.4530048,126.9003353,8632,서울특별시 금천구 시흥대로57길 17,서울특별시 금천구 시흥동 992-12 영광아파트,028030753,,Y,N,Y,Y,20221104
OK스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,금천구,시흥동,,992-12 번지,시흥대로57길,17,37.4530048,126.9003353,8632,서울특별시 금천구 시흥대로57길 17,서울특별시 금천구 시흥동 992-12 영광아파트,028030753,,N,N,N,N,20221104
화랑탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,노원구,공릉동,,747 번지,공릉로,126,37.62131223,127.0795044,1825,서울특별시 노원구 공릉로 126,서울특별시 노원구 공릉동 747 두산힐스빌아파트,,,Y,N,Y,N,20221104
화랑탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,노원구,공릉동,,747 번지,공릉로,126,37.62131223,127.0795044,1825,서울특별시 노원구 공릉로 126,서울특별시 노원구 공릉동 747 두산힐스빌아파트,,,N,N,N,N,20221104
에이스 골프연습장스크린 노원구점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,공릉동,,745 번지,공릉로,211,37.62829931,127.0773157,1833,서울특별시 노원구 공릉로 211,서울특별시 노원구 공릉동 745 동신아파트,029498400,,Y,N,Y,Y,20221104
에이스 골프연습장스크린 노원구점,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,공릉동,,745 번지,공릉로,211,37.62829931,127.0773157,1833,서울특별시 노원구 공릉로 211,서울특별시 노원구 공릉동 745 동신아파트,029498400,,N,N,N,N,20221104
서울과학기술대학 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,노원구,공릉동,,172 번지,공릉로,232,37.63307893,127.0767947,1811,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172 서울과학기술대학교,,,N,N,Y,Y,20221104
서울과학기술대학 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,노원구,공릉동,,172 번지,공릉로,232,37.63307893,127.0767947,1811,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172 서울과학기술대학교,,,N,N,N,N,20221104
뉴탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,노원구,공릉동,,461-1 번지,공릉로,235,37.63016886,127.0759236,1832,서울특별시 노원구 공릉로 235,서울특별시 노원구 공릉동 461-1,,,Y,N,Y,N,20221104
뉴탁구클럽,레저/체육/공원,지역체육시설,탁구장,서울특별시,노원구,공릉동,,461-1 번지,공릉로,235,37.63016886,127.0759236,1832,서울특별시 노원구 공릉로 235,서울특별시 노원구 공릉동 461-1,,,N,N,Y,N,20221104
공릉스크린골프GDR아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,공릉동,,754 번지,공릉로34길,118,37.62596961,127.0808403,1815,서울특별시 노원구 공릉로34길 118,서울특별시 노원구 공릉동 754 공릉삼익2차아파트,029780258,,Y,N,Y,Y,20221104
공릉스크린골프GDR아카데미,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,공릉동,,754 번지,공릉로34길,118,37.62596961,127.0808403,1815,서울특별시 노원구 공릉로34길 118,서울특별시 노원구 공릉동 754 공릉삼익2차아파트,029780258,,Y,N,Y,N,20221104
J스크린골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,공릉동,,230-16 번지,공릉로42길,103,37.62562227,127.0852088,1817,서울특별시 노원구 공릉로42길 103,서울특별시 노원구 공릉동 230-16,,,Y,N,Y,Y,20221104
J스크린골프존,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,공릉동,,230-16 번지,공릉로42길,103,37.62562227,127.0852088,1817,서울특별시 노원구 공릉로42길 103,서울특별시 노원구 공릉동 230-16,,,N,N,N,N,20221104
대진고등학교 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,노원구,하계동,,55 번지,공릉로62가길,47,37.63780685,127.07609,1807,서울특별시 노원구 공릉로62가길 47,서울특별시 노원구 하계동 55 대진고등학교,,,N,N,Y,Y,20221104
대진고등학교 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,노원구,하계동,,55 번지,공릉로62가길,47,37.63780685,127.07609,1807,서울특별시 노원구 공릉로62가길 47,서울특별시 노원구 하계동 55 대진고등학교,,,N,N,N,N,20221104
광운대학교 아이스링크,레저/체육/공원,지역레저시설,스케이트장,서울특별시,노원구,월계동,,466 번지,광운로,21,37.61982653,127.0575899,1890,서울특별시 노원구 광운로 21,서울특별시 노원구 월계동 466 광운대학교,029093114,http://icerink.kw.ac.kr/,N,N,Y,Y,20221104
광운대학교 아이스링크,레저/체육/공원,지역레저시설,스케이트장,서울특별시,노원구,월계동,,466 번지,광운로,21,37.61982653,127.0575899,1890,서울특별시 노원구 광운로 21,서울특별시 노원구 월계동 466 광운대학교,029093114,http://icerink.kw.ac.kr/,N,N,N,N,20221104
광운인공지능고등학교 풋살장,레저/체육/공원,지역체육시설,풋살장,서울특별시,노원구,월계동,,500 번지,광운로1길,24,37.61923977,127.0565452,1890,서울특별시 노원구 광운로1길 24,서울특별시 노원구 월계동 500 광운중/광운인공지능고등학교,,,N,N,Y,Y,20221104
광운인공지능고등학교 풋살장,레저/체육/공원,지역체육시설,풋살장,서울특별시,노원구,월계동,,500 번지,광운로1길,24,37.61923977,127.0565452,1890,서울특별시 노원구 광운로1길 24,서울특별시 노원구 월계동 500 광운중/광운인공지능고등학교,,,N,N,N,N,20221104
RC풋볼클럽,레저/체육/공원,지역체육시설,풋살장,서울특별시,노원구,하계동,,256-9 번지,노원로,238,37.63923503,127.0747875,1750,서울특별시 노원구 노원로 238,서울특별시 노원구 하계동 256-9,029775928,https://m.blog.naver.com/rcsports,Y,N,Y,N,20221104
RC풋볼클럽,레저/체육/공원,지역체육시설,풋살장,서울특별시,노원구,하계동,,256-9 번지,노원로,238,37.63923503,127.0747875,1750,서울특별시 노원구 노원로 238,서울특별시 노원구 하계동 256-9,029775928,https://m.blog.naver.com/rcsports,Y,N,Y,N,20221104
상계골프연습장,레저/체육/공원,대형레저시설,실외골프연습장,서울특별시,노원구,상계동,,372-5 번지,노원로,452,37.65700633,127.0669201,1696,서울특별시 노원구 노원로 452,서울특별시 노원구 상계동 372-5,,,Y,N,Y,N,20221104
상계골프연습장,레저/체육/공원,대형레저시설,실외골프연습장,서울특별시,노원구,상계동,,372-5 번지,노원로,452,37.65700633,127.0669201,1696,서울특별시 노원구 노원로 452,서울특별시 노원구 상계동 372-5,,,N,N,N,N,20221104
드림골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,상계동,,694 번지,노원로,547,37.66098457,127.0579838,1687,서울특별시 노원구 노원로 547,서울특별시 노원구 상계동 694 임광아파트 상가,029333833,,Y,N,Y,Y,20221104
드림골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,상계동,,694 번지,노원로,547,37.66098457,127.0579838,1687,서울특별시 노원구 노원로 547,서울특별시 노원구 상계동 694 임광아파트 상가,029333833,,N,N,N,N,20221104
동천재활체육센터 실내빙상경기장,레저/체육/공원,지역레저시설,스케이트장,서울특별시,노원구,하계동,,288-1 번지,노원로18길,41,37.64451236,127.0729257,1747,서울특별시 노원구 노원로18길 41,서울특별시 노원구 하계동 288-1,029499114,http://www.dcsports.co.kr/,Y,N,Y,Y,20221104
동천재활체육센터 실내빙상경기장,레저/체육/공원,지역레저시설,스케이트장,서울특별시,노원구,하계동,,288-1 번지,노원로18길,41,37.64451236,127.0729257,1747,서울특별시 노원구 노원로18길 41,서울특별시 노원구 하계동 288-1,029499114,http://www.dcsports.co.kr/,N,N,N,N,20221104
케이제이골프스쿨,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,공릉동,,90 번지,노원로1길,21,37.6209313,127.0845566,1827,서울특별시 노원구 노원로1길 21,서울특별시 노원구 공릉동 90 공릉9단지청솔아파트,029715151,,Y,N,Y,Y,20221104
케이제이골프스쿨,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,공릉동,,90 번지,노원로1길,21,37.6209313,127.0845566,1827,서울특별시 노원구 노원로1길 21,서울특별시 노원구 공릉동 90 공릉9단지청솔아파트,029715151,,Y,N,Y,N,20221104
노해근린공원 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,노원구,중계동,,360-18 번지,노원로22길,1,37.64815756,127.0706995,1741,서울특별시 노원구 노원로22길 1,서울특별시 노원구 중계동 360-18 중계구민체육센터,,,N,Y,Y,Y,20221104
노해근린공원 농구장,레저/체육/공원,지역체육시설,농구장,서울특별시,노원구,중계동,,360-18 번지,노원로22길,1,37.64815756,127.0706995,1741,서울특별시 노원구 노원로22길 1,서울특별시 노원구 중계동 360-18 중계구민체육센터,,,N,N,N,N,20221104
은사K스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,중계동,,360-15 번지,노원로22길,71,37.64855852,127.0758817,1744,서울특별시 노원구 노원로22길 71,서울특별시 노원구 중계동 360-15 건영3차아파트,0220884025,,Y,N,Y,Y,20221104
은사K스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,중계동,,360-15 번지,노원로22길,71,37.64855852,127.0758817,1744,서울특별시 노원구 노원로22길 71,서울특별시 노원구 중계동 360-15 건영3차아파트,0220884025,,N,N,Y,N,20221104
올웨더테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,노원구,중계동,,360-15 번지,노원로22길,77,37.64788543,127.0745603,1744,서울특별시 노원구 노원로22길 77,서울특별시 노원구 중계동 360-15 건영아파트,,http://allwt.co.kr/,N,Y,Y,Y,20221104
올웨더테니스,레저/체육/공원,지역체육시설,테니스장,서울특별시,노원구,중계동,,360-15 번지,노원로22길,77,37.64788543,127.0745603,1744,서울특별시 노원구 노원로22길 77,서울특별시 노원구 중계동 360-15 건영아파트,,http://allwt.co.kr/,N,N,N,N,20221104
미닛골프스쿨,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,상계동,,180-3 번지,노원로26길,119,37.65525314,127.0716194,1702,서울특별시 노원구 노원로26길 119,서울특별시 노원구 상계동 180-3 부일관,029380033,https://blog.naver.com/monitgolf,Y,N,Y,Y,20221104
미닛골프스쿨,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,상계동,,180-3 번지,노원로26길,119,37.65525314,127.0716194,1702,서울특별시 노원구 노원로26길 119,서울특별시 노원구 상계동 180-3 부일관,029380033,https://blog.naver.com/monitgolf,N,N,Y,N,20221104
마구잡어실내바다낚시터,레저/체육/공원,지역레저시설,낚시터,서울특별시,노원구,상계동,,387-225 번지,노원로26길,181,37.65807923,127.0713629,1698,서울특별시 노원구 노원로26길 181,서울특별시 노원구 상계동 387-225 청자빌딩,050713036979,https://cafe.naver.com/magufishing,Y,N,Y,Y,20221104
마구잡어실내바다낚시터,레저/체육/공원,지역레저시설,낚시터,서울특별시,노원구,상계동,,387-225 번지,노원로26길,181,37.65807923,127.0713629,1698,서울특별시 노원구 노원로26길 181,서울특별시 노원구 상계동 387-225 청자빌딩,050713036979,https://cafe.naver.com/magufishing,N,N,N,N,20221104
에이스스크린골프,레저/체육/공원,지역레저시설,스크린골프,서울특별시,노원구,상계동,,1279 번지,노원로28길,15,37.65400888,127.0692161,1704,서울특별시 노원구 노원로28길 15,서울특별시 노원구 상계동 1279 상계1차중앙하이츠아파트,029333331,,Y,N,Y,Y,20221104
