COURSE_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,NMPR_CO,EDC_CT,BASE_TIME,TIME_PER_CT,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADDR,COURSE_EDC_CRSE_CN,LAST_UPDT_DE
"월 300벌기 투잡으로, 소자본으로 나만의 아이템 론칭해서 회사때려치기.",여가활동,클래스,창업,5,550000,4,137500,서울특별시,양천구,목동,서울특별시 양천구 목동,"- 직장생활에 질려, 퇴사가 눈앞에서 아른아른 거리시는분- 의욕충만인 사회초년생, 대학생, 1인 예비창업자- 짬에서 나오는 바이브 꽃중년분들.- 겁, 두려움에 질려 시작도 못하고 계신분들- 투잡,쇼핑몰 등 투잡을 해도 만족할 만한 성과가 없으신분들무조건 투잡으로 시작해야한다!!!모든 사업이 그렇듯, 성공 할 수 도 실패 할 수 도 있습니다.그렇기 때문에 직장에서 나오는 현금 흐름이 있어야 심리적으로 안정감을 느끼며, 조급함을 덜어내실 수 있을 겁니다.자신의 기준 이상의 성공시에는 회사를 그만 둘 수 도 있으며,소자본으로 시작했더라면 소자본이 없어도 직장생활의 월급만으로도 충분한 생활이 유지가 가능할 겁니다.사업을 하려는 이유는 '자아 실현, 꿈도 희망도 없는 직장, 평생직장은 없다' 등 여러가지 이유가 있겠지만제 수업을 들으시면, 당당히 퇴사를 하시고, 전업으로 사업가, 대표님이 될 수 있습니다.",20221130
힐링되는 공간에서 소확행을 느낄수있는 미술취미아크릴.유화.드로잉.수채화.풍경.인물,여가활동,클래스,취미미술,10,66000,3,22000,서울특별시,양천구,목동,서울특별시 양천구 목동,미술을 분위기 있는 좋은 공간에서 취미로 삼고 싶으신분미술을 좀더 심화과정으로 배우고 싶으신분미술을 여러재료를 다루면서 그려보고 싶으신분취미를 만들고 싶으신분작업을 하고싶으신분내가 사랑하고 좋아하는 것들을 그려보고 싶으신분,20221130
원데이 꽉 찬 반려동물 초상화 그리기,여가활동,클래스,취미미술,2,49500,2,24750,서울특별시,양천구,목동,서울특별시 양천구 목동,"사랑하는 내 반려동물의 하나뿐인 특별한 그림을 그려보고 싶으신 분 하루 2시간 참여해서 힐링하며 예쁜 작품 완성해보고 싶으신 분 친구들, 연인과 좋은 추억이 될 이색체험, 이색데이트를 하고 싶으신 분",20221130
보태니컬아트 감성수채화로 나만의 취미를 만들어요,여가활동,클래스,취미미술,4,54000,3,18000,서울특별시,양천구,목동,서울특별시 양천구 목동,"보태니컬아트 감성수채화를 경험해 보는 원데이클래스입니다.2~4인 소수정예수업으로, 처음 수채화를 접하셔도즐겁게 진행하 실 수 있게 도와드릴께요: 그리게 될 그림은 예시안 중에서 상담 후에 선택해 주세요~"" 잘하는 마음보다는 느긋한 마음으로 한꽃, 한잎을 색칠해보세요."""" 당신의 정성이 들어간 작품은 충분히 아름답고 훌륭합니다.""",20221130
"지금 내 기분이 이래, 감정이 나타나는 나만의 글씨 그려쓰기",여가활동,클래스,캘리그래피,1,167200,8,20900,서울특별시,양천구,목동,서울특별시 양천구 목동,캘리그라피를 하고싶은데 시작이 어려우셨던 분-나의 감정과 마음을 기록해두고 싶으신 분-나의 캘리그라피를 만들고 싶으신 분-잠깐잠깐이라도 삶에 여유를 줄 취미생활을 찾고계신 분-나의 감정을 기록해 두고 싶으신 분+본 수업은 붓펜을 중심으로 여러 도구를 사용하여 작업합니다.,20221130
나만의 필기체로 만드는 하나뿐인 달력 만들기 CLASS,여가활동,클래스,캘리그래피,5,55000,2,27500,서울특별시,양천구,목동,서울특별시 양천구 목동,나만의 글씨체로 달력을 만들어보고 싶은 분지인에게 의미있는 선물을 하고 싶은 분평범한 수업보다 작품만들기에 관심이 있으신분영문필기체를 배우고 싶은분모두 환영합니다!,20221130
원데이클래스 내 맘대로 쓰는 캘리그라피,여가활동,클래스,캘리그래피,5,27500,2,13750,서울특별시,양천구,목동,서울특별시 양천구 목동,"- 나는 글렀어... 여기까지야... 하시는 분!- 붓은 거들뿐... 붓만 잡고 울먹이시는 분!- 날이 좋아서, 날이 좋지 않아서, 날이 적당해서 모든 날이 캘리하고 싶은 분!- 글만 쓰는건 싫어! 변화가 필요해~~ 하시는 분! 색연필, 수채화로 캘리UP!",20221130
기념일 드라이플라워 캘리그라피 액자 만들기,여가활동,클래스,캘리그래피,6,40000,2,20000,서울특별시,양천구,목동,서울특별시 양천구 목동,"클래스는....-처음 캘리그라피를 접하시는 분들을 대상으로 진행합니다.-모든 재료드라이플라워,액자,연습지,붓펜 등는 준비해드리며 별도 준비물은 없습니다.-57사이즈의 액자입니다.-개인별 맞춤지도를 기본으로 하기 때문에, 독학의 어려움을 해결하실 수 있습니다.",20221130
1회만에 카페 신상음료 출시 !,여가활동,클래스,커피/차/술,1,330000,2,165000,서울특별시,양천구,목동,서울특별시 양천구 목동,카페 시즌 음료를 필요로 하시는분- 내 카페만의 시그니처 음료를 원하시는분- 카페 음료 레시피 리뉴얼이 필요하신분- 카페 전체적인 메뉴 교육이 필요하신분,20221130
분당/강남원데이 고급차와 함께하는 티소믈리에 입문 클래스,여가활동,클래스,커피/차/술,12,39600,2,19800,서울특별시,양천구,목동,서울특별시 양천구 목동,클래스 추천 대상-- 티 클래스에 평소 관심이 많으신 분- 티 소믈리에라는 직업을 간접체험 하고 싶은 분- 새로운 경험을 즐기시는 분- 커피 외의 메뉴를 찾으시는 분- 차에 대해서 궁금하고 배워보고 싶은 분,20221130
커피 1잔 가격으로 배우는 핸드드립!,여가활동,클래스,커피/차/술,9,21780,2,10890,서울특별시,양천구,목동,서울특별시 양천구 목동,본 원데이 클래스는 핸드드립 커피 왕초보자 대상입니다.에스프레스 커피와 드립커피의 차이도 모르는 왕초보!집에 에스프레소 머신이 없어도 간단한 드립세트로 엄청 맛난핸드드립 커피를 마실 수 있는 수업이죠...자신만의 감성으로 완성하는 핸드드립의 세계...,20221130
"원데이클래스 토익 왕기초 탈출, 토익 레벨업하기",여가활동,클래스,토익,1,200000,2,100000,서울특별시,양천구,목동,서울특별시 양천구 목동,(문법 원데이 클래스)토익공부에 필요한 가장 기본적인 문법을 잡아드려요~ 본격적인 토익 공부 전 필요한 뼈대를 잡는 수업(기출문제 원데이 클래스)아무리 공부를해도 점수가 정체되었다면 함께 기출문제를 풀면서 어느 부분이 문제인지 어떻게 해결할수 있는지 시원하게 해결책 방출수업,20221130
분당유일 스파르타관리 토익 토스 소규모 전문수업 탑토익,여가활동,클래스,토익,11,264000,8,33000,서울특별시,양천구,목동,서울특별시 양천구 목동,"취준생, 승무원, 카츄사, 공무원 준비생 ""토익점수가 필요한 모든 사람들 모여랏~!!!!""(600점 목표반초급반 추천)- 토익공부를 한번도 해보지 않은 학생들- RC점수가 계속 정체되는 학생들- 600점을 목표로 하는 학생들- 차근차근 쉽게 설명을 원하는 학생들- 기초부터 제대로 공부하고 싶은 학생들(800점 목표반중상급반 추천)- 현재 600~700점에서 점수가 정체된 학생들- 800점 이상의 고득점이 필요한 학생들- 이론은 어느정도 알지만 문제 적용력이 떨어지는 학생들- 시간이 항상 부족해서 뒤에 기둥찍고 나오는 학생들- 최대한 많은 문제풀이를 하고 싶은 학생들(이런분들은 이 수업 비추천!!)공부의지 없는 학생들쌤이 하라는대로 안하는 학생들단어암기 숙제 안하는 학생들""성실하지 않은 학생들은 정중히 거절합니다.공부에 의지가 가득한 학생들 웰컴! 쌤이 반드시 점수 나오게 도와드립니다!""",20221130
"토익 900점 이상, 토플 100점 이상 목표반",여가활동,클래스,토익,6,264000,12,22000,서울특별시,양천구,목동,서울특별시 양천구 목동,"토익 900점 이상 목표이신 분들, 토플 100점 이상 목표이신 분들토익 900점 이하, 토플 90점 이하 점수대에서 슬럼프가 오신 분들토익, 토플의 시작이 막막하신 분들, 혼자공부 할 수 있을 때까지 도움을 받고 싶은 분들강남에 있는 학원까지 거리가 있어서 가까운 곳에서 수업을 들으시려는 분들혼자 공부하시기에 의지가 부족하여 철저한 공부 관리가 필요하신 분들",20221130
영국 회사원에게 배우는 잉글리시 Writting!,여가활동,클래스,토플,1,49500,3,16500,서울특별시,양천구,목동,서울특별시 양천구 목동,최우선 추천 대상- 영국 IELTS 라이팅 점수가 6점 이상 필요하신 분- 영어로 메일을 작성해야 하시는 분- 영어로 생활하는 법 배우고 싶으신 분우선 추천 대상- 영어 글쓰기가 배우고 싶으신 분- 토익 라이팅이 필요하신 분- 영어 라이팅을 통해서 표현을 배우고 싶으신 분추천 대상- 영어 실력을 올리시고 싶으신데 학원 가기는 부담스러우신 분- 영어가 좋으신 분,20221130
옷만들기.미싱배우기 초보자도 쉽게 배우는 단 하나뿐인 나만의 옷 만들기!,여가활동,클래스,패션,4,36000,3,12000,서울특별시,양천구,목동,서울특별시 양천구 목동,"추천 대상언젠가는 배워보고 싶다며 미싱배우기를 미루셨던 분이나한번쯤은 내 손으로 옷을 만들어보고 싶으셨던분,취미생활 하면서 실속까지 챙겨가실 수 있는 옷만들기에도전하고 싶은 모든 초보자들을 초대합니다.",20221130
"""당신만의"" 퍼스널컬러/이미지/스타일링을 찾아드립니다",여가활동,클래스,퍼스널컬러,1,110000,2,55000,서울특별시,양천구,목동,서울특별시 양천구 목동,"퍼스트라잇은 현재의 트렌드에 맞춰컨설팅을 진행합니다.이미지 변신이 필요하시다거나,자신에게 어울리는 톤이 뭔지 모르겠다,나의 체형은 어떤거고,그 체형에 맞는 스타일링,나의 전체적인 이미지에는어떠한 스타일링을 하면 좋을까. 등등패션/미용에 관심이 있으시고, 나를 더 예쁘게꾸미고싶다 하시는 분들 !면접예정자 또는 나를 더 돋보이게 어필할 수 있는포인트를 찾고싶다 하시는 분들 !퍼스트라잇에 문의주세요퍼스트라잇은 차별화된 컨설팅을 통해고객님들의 만족도가 높습니다",20221130
가드닝/힐링취미/이색데이트 분재를 배워볼까? 가드닝 기초 이끼볼코케다마 만들기,여가활동,클래스,플라워/가드닝,4,66000,2,33000,서울특별시,양천구,목동,서울특별시 양천구 목동,쉽고 빠르게 배울 수 있는 가드닝 아이템  이끼볼 분재를 만들어요  분갈이로 지치거나 화분이 없어도 식물을 기를 수 있는 색다른 플랜테리어 노하우도 얻어가세요,20221130
힐링/어디에도 없는 오감레슨 꽃으로 힐링하는 플로리스트의 노하우 배우기,여가활동,클래스,플라워/가드닝,4,280000,8,35000,서울특별시,양천구,목동,서울특별시 양천구 목동,"일상에서 받은 스트레스를 꽃과 식물로 위안을 받고 힐링하고 싶은 분 꽃에 대해 처음 접해보며 취미를 만들어 보고 싶은 분 일반적인 꽃꽂이 말고 다양한 방식을 접해보고 싶은 분 화병꽂이, 침봉꽂이, 플로럴폼꽂이 마음에 여유가 필요하신 분 나를 돌아보고 무언가에 집중해보며 표현해보고 싶은 분 꽃에 대한 '힐링'에 대한 관점을 경험해보고 싶은 플로리스트",20221130
"꽃만지기 좋은계절, 로맨틱한 하루 남기기",여가활동,클래스,플라워/가드닝,6,82500,3,27500,서울특별시,양천구,목동,서울특별시 양천구 목동,"꽃을 너무 좋아하시는분들,지친일상에 힐링이 필요하신 분들,집중해서 나만의 시간을 갖고싶은분들,한번 꽃을 접해보고 싶으셨던 분들,누구든지 상관없어요 저랑 같이 시간 순삭하는 하루 보내봐요!",20221130
원데이클래스 주말은 꽃꽂이하고 인생샷 남기기,여가활동,클래스,플라워/가드닝,8,66000,3,22000,서울특별시,양천구,목동,서울특별시 양천구 목동,"처음 꽃을 접하시는 분 플라워레슨을 듣고 싶은데 비싼 수강료에 망설이시는 분 기념일 특별한 선물 드리고 싶은 분 SNS에 새로운 감성/꽃사진 및 인생샷이 필요하신 분+ 곰손인 분 환영, 혼자 수업들으러 오는 분 환영합니다. 걱정하지 말고 오세요!!",20221130
네이버리뷰1위 하루만에 끝내는 조향의 모든것,여가활동,클래스,향/초/비누,1,444000,6,74000,서울특별시,양천구,목동,서울특별시 양천구 목동,이 수업은 단 하루만에 조향의 모든 기술을 배워가실 수 있는 클래스입니다.인터넷만 쳐보면 알 수 있는 지루한 조향의 이론이 아닌 실제 현업에서 사용하고 있는'진짜 조향의 기술'을 모두 알려드립니다.,20221130
분당/버블다움 나만의 천연비누 만들기,여가활동,클래스,향/초/비누,1,33000,2,16500,서울특별시,양천구,목동,서울특별시 양천구 목동,향기로 힐링하고 싶은 분- 나만의 향을 만들어 사용하고 싶은 분- 특벽한 선물을 하고 싶은 분- 핸드메이드 취미 갖고 싶은 분- 연인끼리 / 친구끼리 / 동료끼리 이색체험을 하고 싶은 분,20221130
찐! 아로마테라피  테라피등급의 아로마로 힐링향수만들기,여가활동,클래스,향/초/비누,12,53000,1,53000,서울특별시,양천구,목동,서울특별시 양천구 목동,1. 진짜 아로마테라피를 느껴보고싶으신 분2. 나만의 향수를 천연아로마로 만들어 보고싶으신 분3. 특별한 데이트를 하고 싶으신 분4. 특별한 선물을 만들고 싶으신 분5. 심신의 안정이 필요한 분,20221130
나만의 향수 만들기 : 감정오일 향수와 꽃 향수,여가활동,클래스,향/초/비누,4,30000,1,30000,서울특별시,양천구,목동,서울특별시 양천구 목동,"에센셜오일을 이용하여 2가지 향수를 만드는 클래스입니다.1. 감정오일을 이용한 나의 마음을 읽어보고,나에게 필요한 향으로 나만의 향수를 만들어요~2. 세상에서 하나밖에 없는 나만의 꽃향수를 만듭니다.직접 꽃도 장식하고, 향도 선택하여 나만의 특별한 향수를 만들 수 있어요.천연제품을 이용한 향수로 건강에도 좋답니다",20221130
분당/버블다움세상에 하나뿐인 천연입욕제 만들기,여가활동,클래스,향/초/비누,4,21780,2,10890,서울특별시,양천구,목동,서울특별시 양천구 목동,나만의 향을 만들어 사용하고 싶은 분- 특별한 선물을 하고 싶은 분- 핸드메이드 취미를 갖고 싶은 분- 연인끼리 / 친구끼리 / 동료끼리 이색체험을 하소 싶은 분- 입욕제 창업 희망하는 분,20221130
분당/원데이 세상에 단 하나뿐인 나만의 천연비누 만들기,여가활동,클래스,향/초/비누,4,33000,2,16500,서울특별시,양천구,목동,서울특별시 양천구 목동,"- 건조하고 민감피부가 신경쓰이시는분- 내 피부타입에 맞춘 천연제품이 필요한 분- 천연클렌징 하고 싶은 분- 평소 천연 제품에 관심이 많은 분- 나만의 레시피로 하나뿐인 디자인 비누 갖고 싶은 분!- 실내데이트/이색데이트를 찾으시는 분- 비용 때문에 배우기를 망설이셨던 분- 공예, 핸드메이드 제품에 관심이 많은 분",20221130
아로마 천연제품으로 나만의 '멀티밤  립밤' 만들기,여가활동,클래스,향/초/비누,4,25000,1,25000,서울특별시,양천구,목동,서울특별시 양천구 목동,"요즘 김고은, 성유리 등이 선전하는 멀티밤이 인기죠?천연제품으로 멀티밤과 립밤을 만드는 클래스입니다.나의 피부타입에 맞는 멀티밤을 만들 수 있습니다.",20221130
캔들 홀더 만들기 인테리어 소품 DIY 원데이 클래스,여가활동,클래스,향/초/비누,5,19800,2,9900,서울특별시,양천구,목동,서울특별시 양천구 목동,"쉽게 시작할 수 있는 취미생활을 찾고 계신 분 직장 생활에서 완벽히 분리되는 시간을 만들고 싶으신 분 혼자 고민이나 스트레스를 풀만한 시간이 필요하신 분 나만의 향기로 집 안을 채우고 싶으신 분 믿고 쓸 수 있는 안심 성분의 캔들을 직접 만들어보고 싶으신 분 캔들에 관심은 있으나, 재료를 다 구비하기가 부담스러우신 분 연인, 친구와 재미있고 알찬 시간을 보내고 싶으신 분클래스를 하다보면 뜻하지 않게 킬링 타임이 된다는 점....",20221130
분당/원데이 세상에 단 하나뿐인 나만의 입욕제 만들기 배쓰밤/버블바/배쓰솔트,여가활동,클래스,향/초/비누,6,21780,2,10890,서울특별시,양천구,목동,서울특별시 양천구 목동,매번사서 쓰기 아까우신 분- 향기로 힐링하고 싶은 분- 나만의 향을 만들어 사용하고 싶은 분- 특별한 선물 하고 싶은 분- 핸드메이드 취미 갖고 싶은 분- 연인끼리 / 친구끼리 / 동료끼리 이색체험 하고 싶은 분- 이색데이트 하고 싶은 분- 입욕제 관련 창업 희망하는 분 전문가반,20221130
"분당,판교 실무 17년 경력의 헤어마스터가 알려주는 손쉬운 셀프스타일링,두피탈모관리법,모발케어법 -前청담동헤어샵실장근무",여가활동,클래스,헤어/네일,1,154000,2,77000,서울특별시,양천구,목동,서울특별시 양천구 목동,"분명 미용실에서는 맘에들었는데 집에가서 혼자 손질하려면 맘에 안드시는분약속있을때마다 헤어손질이 어려워서 시간낭비하시는분집에 헤어스타일링 기계,제품이 많은데도 활용을 하지 못하시는분1:1 수업으로 본인 얼굴형 두상,모질을 고려한 스타일링 팁을 알고싶으신분",20221130
"과학적 근거 기반 1:1 PT, 운동 제대로 알아보기",여가활동,클래스,헬스/PT,1,45000,1,45000,서울특별시,양천구,목동,서울특별시 양천구 목동,운동에 대한 최신 트렌드를 이해하는 트레이너와 운동하고 싶으신 분들트레이너에게 실망했지만 실낱같은 희망을 갖고 다시 운동을 배우려고 하는 분들가치대비 저렴한 가격에 운동을 배우고 싶은 분들그외에도 다양한 목표와 동기를 가진분들에게 차별없이 진정성있게 다가가는 전형성 트레이너입니다.,20221130
비만말고몸짱되자여성전용,여가활동,클래스,헬스/PT,1,550000,10,55000,서울특별시,양천구,목동,서울특별시 양천구 목동,1.다이어트 실패하시거나 요요가잦은분2.운동은 하고싶으나 아픈곳이 많아 두려우신분3.운동방법을 헬스장에서 하고싶은분4.마른체형에 근력증가가하고싶으신분5.피트니스선수에 도전하고싶으신분6.여러 선생님들과 만났지만 운동을 잘 모르시는분7.건강한 삶을 살고 싶으신분 등등,20221130
허리통증! 이것만 알고 가면 끝!,여가활동,클래스,헬스/PT,1,660000,12,55000,서울특별시,양천구,목동,서울특별시 양천구 목동,트레이너를 꿈꾸는 분- 잦은 허리 통증으로 고생하시는 분,20221130
1:1집중수업 온라인20퍼센트할인 영국영어! 한달안에 “사용할수있는 영어” 만들어드립니다.,여가활동,클래스,1:1 영어,1,220000,8,27500,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,제 수업은 이제 영어를 시작하거나 영어를 손놓은지 아주 오래되어 영어가 두렵고 싫고 어려운 분들을 위해 준비한 수강입니다. 한 달동은 열심히 따라오시면 여행을 가시거나 외국인이 길을 물어봤을때 기초적인 회화는 평생 완벽하게 할수있도록 쫙쫙 알차게 수업 진행합니다 물론 개인차가 있기에 수업이후에도 어려움을 겪는다면 언제든지 Help! 외치세요 항상 영어독립성이 생기실때까지 끝까지 책임지고 도와드리겠습니다!!영어에 자신있고 좀더 Advance 스킬을 배우고싶으시다면수업전에 별도로 말씀 부탁드립니다,20221130
쉽고 재밌는 C언어 프로그래밍 배우기,여가활동,클래스,개발 공통,1,480000,16,30000,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,??프로그래밍학과 고입 또는 대입을 희망하시는 분??비전공자이시지만 프로그래밍에 관심이 있으신 분??취미로 프로그래밍을 배우시고 싶으신 분??전공자이시지만 학과 수업을 따라가기 어려우신 분??프로그래밍에 관심이 있으신 분,20221130
"인천,부평 그룹으로 즐겁게 운동하고 멋진몸매 만들자!",여가활동,클래스,그룹운동,10,165000,10,16500,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,인천/부천을 대상으로한 20대-30대 직장인일반헬스장에서 효율적으로 운동을 못하시는분.PT수업을 받아보았지만 원하는 목표를 이루지 못하신분.혼자하기 싫어서 운동안하시는분.지속적인 체력관리와 다양한 운동경험을 하고싶으신분.운동을 좋아하시는분 들이라면 전부 대상입니다.,20221130
'이번에는 꼭 내 진심을 전달하고 싶어!' 오직 한 사람만을 위한 나만의 손편지 쓰기를 도와드려요.,여가활동,클래스,글쓰기,1,16500,3,5500,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,"수업대상은 편지를 쓰고자 하는 진실된 사람들을 대상으로 해요.장난스러운 글 말고 진실된 마음을 전달해야 한다면, 제 수업을 들어도 좋습니다.주로 편지를 쓰는 사람들은 연인들이 많겠죠?하지만 의외로 많은 연인들이 서로의 감정표현에 익숙해있지 않아요.감정을 서로 억누르다 보면 언젠가는 곪고 터져버리게 됩니다.표현을 못하는 연인들, 진심을 표현하고 싶은 연인들은 꼭 편지를 썼으면 좋겠어요제 수업은 안들어도 좋으니 개인적으로도 꼭 표현하세요.그리고 이 모든 수업의 전제는 반드시 자신이 직접 쓴 편지가 있어야 해요!",20221130
초등학생도 이해하는 월급관리/분산투자 재테크 기초 전문,여가활동,클래스,금융지식,1,10000,1,10000,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,"문제를 해결하는 첫 번째 방법은 자기 자신의 현재 상태를 인지하는 것입니다.1. 현재 자신의 소비와 저축 점검하기2.어디로 흘러나가는지 모르는 누수지출 관리하기3.저축 여력을 나의 재무 목표에 맞게 투자하기4.정보 획득에서 끝이 아니라 ""실천""하기정보를 아는 것과 실천하는 것은 하늘과 땅 차이입니다.실천할 수 있게 도와드립니다",20221130
"광고구매대행,수업안내자낳괴투잡 유목민 오늘도 강의 수집만 하시나요?퍼센트",여가활동,클래스,다양한 투잡,10,80850,3,26950,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,"하루 한 시간 이상 투자 할 수 있다!- 본인의 시간을 갈아 넣는 만큼 효율이 올라옵니다.오늘도 탈잉을 유랑하며 수업 찜하기~- 인사이트 그만 쌓고 이제 같이 시작하시죠!인풋은 많은데 아웃풋...?- 용량 초과되면 리셋되는 거 아시죠?투잡 하고 싶은데 용기가 없다!- 제가 그랬고요, 그래서 더 잘 압니다.-------------------------------절취선-------------------------------본 수업은 심화과정이 아닙니다.입문자의, 입문자에 의한, 입문자를 위한 수업입니다. 고수익을 원하는 분은 저도 궁금하고요. 중급 난이도 이상인 분은 시간을 아끼세요.",20221130
걸리쉬/힐댄스/컨템포러리예쁜 춤선을 만들어서 춤추고 싶으신분들! 1:1맞춤수업 기초부터 알려드려요,여가활동,클래스,댄스,1,55000,2,27500,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,춤을 처음 접하는 초보자 분들-기초부터 차근차근 알려드릴테니 걱정은 ㄴ현대사회 바쁜 직장인 분들-시간 맞춰서 같이 조율해서 수업을 진행하니k예쁜 춤선을 가지고싶은 분들-제가 알려드릴수있는 춤선 이쁘게 보이는법다알려드릴께요.신나고 자신이 원하던 노래에 꼭춤춰보고싶었던 분들 ! 알려드릴께요춤은 자신감이죠. 부끄러워 하지말고제가 자신감 키워드릴께요 !언제든지 부담없이 문의주세요1:1 맞춤수업 시간부터 장소까지 조율해서맞춰보아요,20221130
"몸치탈출 K-pop - 개인, 그룹, 원데이, 장기레슨",여가활동,클래스,댄스,1,30000,1,30000,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,"배우고 싶었던 댄스를 요청해주세요!1:1로 시간, 날짜를 조율해서프라이빗하게 배우실 수 있어요",20221130
논문통계분석 SPSS 원데이 교육. 강의,여가활동,클래스,데이터 일반,1,220000,4,55000,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,"조사방법론 및 통계 비전문가, 초급자들을 대상으로 한 교육입니다-대학원에서 한학기 이상 연구방법론, 조사방법론, SPSS를 배웠지만 이해하지 못하는분-논문, 실무보고서를 작성해야되는데 통계에 대해서 1도 모르거나 통계 비전공자인 분-실험 보고서 또는 연구남자 vs 여자 비교/20대 vs. 30대 vs. 40대 등 집단을 비교하는 연구를 진행하고 싶으나 가설 도출과 통계분석 방법을 모르는 분-인과관계독립(원인)변수가 종속(결과)변수에 미치는 영향 보고서 또는 연구를 진행하고 싶으나 가설 도출과 통계분석 방법을 모르는 분-10년 넘게 통계분석만 담당했던 당사자로 그동안 축적해온 스킬을 모두 알려드립니다. 더하기, 빼기, 곱하기, 나누기 못하시는분들도 교육가능합니다.",20221130
전공자가 진행하는 통계과외,여가활동,클래스,데이터 일반,1,528000,8,66000,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,통계 및 방법론 수업이 어려운 사회과학분야 대학원생- 사회과학분야 대학원 입시를 준비하는 대학생- 학위논문 및 학술논문 진행을 위해 통계공부가 필요한 연구자,20221130
디지털드로잉 기초부터 심화까지!,여가활동,클래스,디지털드로잉,1,264000,8,33000,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,타블렛을 샀지만 마우스 대용으로 사용중인 사람- 아이패드와 애플펜슬로 그림을 재밌게 그리고 싶은 사람- 그저 그림 그리는게 즐거운 사람- 웹툰이나 이모티콘 제작을 준비중인 사람- 일러스트레이터가 되고 싶은 사람,20221130
멀리 서울까지 나가지마세요! 인천에서 배우는 메이크업 레슨,여가활동,클래스,메이크업,1,132000,2,66000,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,이제 막 꾸미기 시작한 친구들에게제대로 화장하는 법을 배워서 예쁘게 화장하면 좋을 것 같아요 메이크업 샵에 가기가 부담되는 취업준비하시는 분들께 나를 제일 잘 아는건 나 자신이라고 생각해요! 메이크업을 제대로 배우신 후 나의 장점을 잘 살려서메이크업 하신다면 샵에 가는 부담을 덜 수 있지 않을까요?꾸미거나 가꾸는걸 좋아하시지만 아직 메이크업은 힘드신 남성분들저 역시 남자이기에 남성분들이 어떤게 고민이고 어떤게 궁금한지 잘 알고 있습니다  부모님에게 선물을 하고 싶은 분들부모님에게 새로운 경험과 즐거움을 선물하시고 싶으신 분들은 메이크업 원데이 클래스를 선물하시는것도 좋을 것 같아요!,20221130
우리강아지 뭔가 보고 따라해도 안된다???안될수밖에없습니다.,여가활동,클래스,반려동물,1,150000,2,75000,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,수업목표- 반려견이 진짜 원하는게 뭔지 보호자로써 알기!!!말로만 보호자가아닌 행동으로 보호자가되기!!!평생 교육시켜주고 평생 지켜주기!!!!독마인드 클레스의 차별점방문교육 또는 영상을 찾아보고 나름대로 시켜봤지만더 심해진다? 잘안된다? 왜그럴까요???시원하게 알려드릴게요,20221130
"반려동물을 위한 맛있는 도넛, 젤리 만들기",여가활동,클래스,반려동물,4,45000,1,45000,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,"해당 클래스는 반려동물 도넛, 젤리를 만들어볼 수 있는 클래스입니다.모든 수제 간식은 반려 동물이 먹을 수 있는 천연 가루와 고기, 쌀가루, 고구마, 락토프리 우유로 만들어져요!모양도 예쁘지만 강아지 고양이의 건강을 최우선으로 생각한 음식들이랍니다",20221130
원데이체험 나의 반려동물 인생사진 찍어주기,여가활동,클래스,반려동물,4,44000,2,22000,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,"핸드폰으로만 댕댕이를 찍어보신분- 눈으로 보면 너무 예쁜 반려동물, 사진만 찍으면 안 예쁘게 나오는 분- 반려동물 인생사진 찍어줘야지 생각만 하고 계셨던 분- 포즈잡는 어색한 사진보다 일상의 자연스러운 순간을 사진을 찍고 싶으신 분- 가족기념일에 반려동물과 함께 사진을 남기고 싶으신 분- 반려동물의 생일기념으로 특별한 사진을 남기고 싶으신 분- 집에서도 내 반려동물의 사진을 예쁘게 남기고 싶으신 분- 야외에서 내 반려동물의 역동적인 사진을 남기고 싶으신 분- 사진 못찍는다, 똥손이다-라는 이야기듣는 분- 장롱 속에 카메라를 모셔두는분- 사진을 잘 찍어보고 싶은 분",20221130
반려동물 치킨과 치킨무 세트 만들기,여가활동,클래스,반려동물,6,58000,1,58000,서울특별시,영등포구,당산1동,서울특별시 영등포구 당산1동,"해당 클래스는 강아지, 고양이가 먹을 수 있는 펫 전용 치킨을 만듭니다.진짜 치킨처럼 보일 수 있는 치킨 가루 비법을 전수해드릴게요 강아지들이 사랑하는 귀여운 강아지 치킨 같이 만들어봐요!!",20221130
